vomit,blood,y,x,street,lat,urine,eventdate,humanfouling,long
STREET,51.511402,Yes,21/09/2012,NO,-0.1255604 NO,NO,180828,530173,ROSE 
STREET,51.511402,NO,25/09/2013,Yes,-0.1255604 NO,NO,180460,529889,WHITCOMB 
STREET,51.50816,Yes,25/09/2013,NO,-0.1297861 NO,NO,180164,529403,ANGEL 
COURT,51.50561,Yes,09/10/2012,NO,-0.1368938 NO,NO,181194,529579,CARLISLE 
STREET,51.514828,NO,09/10/2012,Yes,-0.1339809 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,09/10/2012,NO,-0.1254223 NO,NO,181838,528846,HALLAM 
MEWS,51.520786,Yes,09/10/2012,NO,-0.1442983 NO,NO,0,0,Not 
Recorded,0.0,NO,07/04/2012,Yes,0.0 NO,NO,180988,531053,DEVEREUX 
COURT,51.512638,NO,18/07/2012,Yes,-0.112827 NO,NO,0,0,Not 
Recorded,0.0,NO,18/07/2012,Yes,0.0 NO,NO,181022,529590,TYLER'S 
COURT,51.51328,Yes,18/07/2012,NO,-0.1338857 NO,NO,181041,528302,BALDERTON 
STREET,51.513744,NO,04/02/2013,Yes,-0.1524299 NO,NO,180733,529596,GREAT WINDMILL 
STREET,51.510685,Yes,04/02/2013,NO,-0.1339126 Yes,NO,181038,530269,LONG 
ACRE,51.513268,NO,04/02/2013,NO,-0.1241002 Yes,NO,180669,529629,COVENTRY 
STREET,51.510105,NO,24/03/2013,NO,-0.1334536 Yes,NO,180741,529932,HUNTS 
COURT,51.510677,NO,24/03/2013,NO,-0.1290634 NO,Yes,181251,529112,OXFORD 
STREET,51.51545,NO,24/03/2013,NO,-0.1406854 NO,NO,178709,528691,BUCKINGHAM 
PALACE ROAD,51.492702,NO,15/05/2013,Yes,-0.147683 Yes,NO,180988,531053,ESSEX 
STREET,51.512638,NO,15/05/2013,NO,-0.112827 Yes,NO,181156,525331,BOTTS 
MEWS,51.515446,Yes,10/10/2012,NO,-0.1951818 NO,NO,180965,531020,MILFORD 
LANE,51.51244,Yes,10/10/2012,Yes,-0.1133109
 NO,Yes,180966,530834,STRAND,51.51249,NO,10/10/2012,NO,-0.1159893
 NO,Yes,180804,530910,TEMPLE PLACE,51.511017,NO,10/10/2012,NO,-0.1149549
 NO,NO,182279,525565,MARYLANDS ROAD,51.525486,NO,23/04/2012,Yes,-0.1914112
 NO,NO,180459,529441,ORMOND YARD,51.508255,Yes,23/04/2012,Yes,-0.1362383
 NO,NO,181218,530382,Not Recorded,51.51486,Yes,08/10/2012,NO,-0.1224061
 NO,NO,181065,528994,POLLEN STREET,51.5138,Yes,08/10/2012,NO,-0.1424541
 NO,NO,180624,529673,SHAVER'S PLACE,51.509686,NO,08/10/2012,Yes,-0.1328365
 Yes,NO,181121,529761,BATEMAN'S BUILDINGS,51.514133,Yes,23/05/2012,NO,-0.1313876
 NO,NO,181137,528744,DERING STREET,51.51451,NO,23/05/2012,Yes,-0.1460328
 NO,NO,181024,528644,GLOBE YARD,51.513515,NO,23/05/2012,Yes,-0.1475102
 NO,NO,0,0,Not Recorded,0.0,Yes,23/05/2012,NO,0.0 NO,NO,181143,527892,SEYMOUR 
STREET,51.514755,NO,23/05/2012,Yes,-0.1582982 NO,NO,181630,527758,WYNDHAM 
MEWS,51.51916,NO,23/05/2012,Yes,-0.1600518 Yes,NO,183114,526468,ABBEY 
ROAD,51.532787,NO,17/01/2013,NO,-0.1781019 NO,NO,180686,530385,BULL INN 
COURT,51.51008,NO,17/01/2013,Yes,-0.1225596 Yes,NO,181472,527269,EDGWARE 
ROAD,51.517857,NO,17/01/2013,NO,-0.1671549 NO,NO,181534,529439,NEWMAN 
PASSAGE,51.517914,NO,17/01/2013,Yes,-0.1358704 NO,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,17/01/2013,Yes,-0.1359159 NO,NO,180373,530015,CHARING 
CROSS,51.50735,NO,17/12/2012,Yes,-0.1280092 Yes,NO,180758,530249,HENRIETTA 
STREET,51.510757,NO,17/12/2012,NO,-0.1244917 Yes,NO,181807,526334,HOWLEY 
PLACE,51.521072,NO,17/12/2012,NO,-0.1805013 Yes,NO,182315,525870,SUTHERLAND 
AVENUE,51.52574,NO,17/12/2012,NO,-0.1870042 Yes,NO,181326,529091,GREAT CASTLE 
STREET,51.516125,NO,20/10/2012,NO,-0.1409614 NO,NO,180733,529596,GREAT WINDMILL 
STREET,51.510685,NO,20/10/2012,Yes,-0.1339126 Yes,NO,180624,529673,SHAVER'S 
PLACE,51.509686,NO,20/10/2012,NO,-0.1328365 NO,NO,180810,529463,BRIDLE 
LANE,51.511406,Yes,10/07/2013,NO,-0.1357926 NO,NO,181046,529446,INGESTRE 
PLACE,51.51353,Yes,10/07/2013,NO,-0.1359509
 NO,NO,180966,530834,STRAND,51.51249,Yes,10/07/2013,NO,-0.1159893 NO,NO,0,0,Not 
Recorded,0.0,NO,28/03/2013,Yes,0.0 Yes,NO,180816,525627,ST PETERSBURGH 
PLACE,51.51232,NO,28/03/2013,NO,-0.1910393 NO,NO,180709,529353,WARWICK 
STREET,51.51052,Yes,28/03/2013,NO,-0.1374139 NO,NO,180416,528606,HAY'S 
MEWS,51.50806,Yes,16/07/2013,NO,-0.1482792 Yes,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,16/07/2013,NO,-0.1221933 Yes,NO,179115,529198,MORPETH 
TERRACE,51.49623,NO,16/07/2013,NO,-0.1402299 NO,Yes,180576,528360,MOUNT 
STREET,51.509552,NO,16/07/2013,NO,-0.1517637 Yes,NO,181234,527456,PARK WEST 
PLACE,51.51567,NO,16/07/2013,NO,-0.1645453 NO,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,16/07/2013,Yes,-0.1359159 NO,NO,178643,529337,TACHBROOK 
STREET,51.49196,NO,16/07/2013,Yes,-0.1384015 NO,NO,180611,530085,WILLIAM IV 
STREET,51.509476,Yes,16/07/2013,NO,-0.1269071 NO,NO,181137,528744,DERING 
STREET,51.51451,Yes,09/09/2012,NO,-0.1460328 NO,NO,180890,530180,FLORAL 
STREET,51.511963,NO,09/09/2012,Yes,-0.1254428 Yes,NO,180645,530010,HANWAY 
STREET,51.509796,NO,09/09/2012,NO,-0.1279754 Yes,NO,180524,529119,OLD BOND 
STREET,51.50891,NO,09/09/2012,NO,-0.1408518 NO,Yes,180918,529657,WARDOUR 
STREET,51.51233,NO,09/09/2012,NO,-0.1329589 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,04/12/2012,NO,-0.12731 Yes,NO,182279,525565,SHIRLAND 
ROAD,51.525486,NO,04/12/2012,NO,-0.1914112 Yes,NO,180890,530181,CONDUIT 
COURT,51.51196,NO,26/10/2012,NO,-0.1254223 NO,NO,178538,529631,VAUXHALL BRIDGE 
ROAD,51.490948,NO,26/10/2012,Yes,-0.1342075 NO,NO,181795,529049,GREAT TITCHFIELD 
STREET,51.52035,Yes,17/09/2013,NO,-0.1413947 NO,NO,180576,530156,ADELAIDE 
STREET,51.509144,Yes,22/09/2012,NO,-0.1258982 Yes,NO,181137,528744,DERING 
STREET,51.51451,NO,22/09/2012,NO,-0.1460328 NO,NO,180386,530365,HUNGERFORD 
BRIDGE,51.507385,Yes,22/09/2012,NO,-0.1229585 NO,NO,181032,530423,MARTLETT 
COURT,51.51318,Yes,22/09/2012,NO,-0.1218844 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,NO,22/09/2012,NO,-0.1299477 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,22/09/2012,Yes,-0.133373 Yes,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,NO,22/09/2012,NO,-0.133373 Yes,NO,180576,530156,ADELAIDE 
STREET,51.509144,Yes,30/06/2013,NO,-0.1258982 Yes,NO,180495,529440,CHURCH 
PLACE,51.50858,NO,30/06/2013,NO,-0.1362395 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,Yes,30/06/2013,NO,-0.1299477
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,30/06/2013,NO,-0.1497623
 NO,NO,181336,528994,REGENT STREET,51.516247,Yes,30/06/2013,NO,-0.1423526
 Yes,NO,180575,529637,ST JAMES'S MARKET,51.50925,NO,30/06/2013,NO,-0.133373
 NO,NO,181559,528924,ALL SOULS PLACE,51.518257,NO,23/05/2013,Yes,-0.1432817
 NO,NO,180531,529506,BABMAES STREET,51.50889,NO,23/05/2013,Yes,-0.1352758
 Yes,NO,180930,527553,BAYSWATER ROAD,51.512917,NO,23/05/2013,NO,-0.1632581
 NO,NO,181446,527455,CATO STREET,51.51758,NO,23/05/2013,Yes,-0.1644888
 NO,NO,181365,527385,HARROWBY STREET,51.516872,Yes,23/05/2013,NO,-0.165526
 NO,NO,181050,527078,HYDE PARK SQUARE,51.514107,Yes,23/05/2013,NO,-0.1700619
 NO,NO,180948,527314,ALBION STREET,51.513134,NO,18/09/2013,Yes,-0.1666939
 Yes,NO,178317,529743,BESSBOROUGH STREET,51.48894,NO,18/09/2013,NO,-0.1326784
 NO,NO,180810,529463,BRIDLE LANE,51.511406,NO,18/09/2013,Yes,-0.1357926
 NO,NO,180491,529754,CHARLES II STREET,51.508472,NO,18/09/2013,Yes,-0.1317242
 NO,NO,180215,528332,PARK LANE,51.506317,Yes,18/09/2013,NO,-0.1523064
 NO,NO,180295,530405,VICTORIA EMBANKMENT,51.50656,NO,18/09/2013,Yes,-0.1224161
 NO,NO,180297,530065,CRAIG'S COURT,51.506664,Yes,29/03/2013,NO,-0.12731
 Yes,NO,180415,529298,JERMYN STREET,51.507893,NO,29/03/2013,NO,-0.1383138
 NO,NO,181294,529343,ADAM AND EVE COURT,51.51578,Yes,09/01/2013,NO,-0.1373434
 NO,Yes,179349,528313,BELGRAVE SQUARE,51.498535,NO,09/01/2013,NO,-0.1528868
 NO,NO,179169,529416,FRANCIS STREET,51.496666,NO,09/01/2013,Yes,-0.1370714
 NO,NO,0,0,Not Recorded,0.0,NO,17/06/2012,Yes,0.0 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,05/09/2012,Yes,-0.1254223 NO,NO,180973,528576,DAVIES 
MEWS,51.513073,Yes,05/09/2012,NO,-0.1485082 Yes,NO,180465,529029,DOVER 
STREET,51.508404,Yes,05/09/2012,Yes,-0.1421695 NO,Yes,180392,529676,WATERLOO 
PLACE,51.5076,NO,05/09/2012,NO,-0.1328786 Yes,NO,180373,530015,CHARING 
CROSS,51.50735,NO,06/04/2013,NO,-0.1280092 NO,NO,181044,528659,HAUNCH OF VENISON 
YARD,51.51369,Yes,06/04/2013,NO,-0.1472868 NO,NO,180661,530660,SAVOY 
STREET,51.50979,NO,26/03/2013,Yes,-0.1186084 NO,NO,181113,526836,SUSSEX 
GARDENS,51.51472,NO,26/03/2013,Yes,-0.1735193 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,10/06/2013,NO,-0.12731 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,10/06/2013,NO,-0.149751 NO,NO,179270,529676,ST MATTHEW 
STREET,51.497517,NO,10/06/2013,Yes,-0.1332909
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,29/05/2013,NO,-0.1497623
 NO,NO,180215,528332,PARK LANE,51.506317,Yes,09/09/2013,NO,-0.1523064
 NO,NO,180295,530405,VICTORIA EMBANKMENT,51.50656,NO,09/09/2013,Yes,-0.1224161
 NO,NO,180637,530084,BRYDGES PLACE,51.50971,NO,03/09/2013,Yes,-0.1269126
 NO,NO,181795,529049,GREAT TITCHFIELD 
STREET,51.52035,Yes,03/09/2013,NO,-0.1413947 Yes,NO,181046,529446,INGESTRE 
PLACE,51.51353,Yes,03/09/2013,NO,-0.1359509 NO,NO,181534,529439,NEWMAN 
PASSAGE,51.517914,NO,03/09/2013,Yes,-0.1358704 Yes,NO,181137,528744,DERING 
STREET,51.51451,Yes,16/12/2012,NO,-0.1460328 NO,NO,0,0,Not 
Recorded,0.0,NO,16/12/2012,Yes,0.0 Yes,NO,181336,528994,REGENT 
STREET,51.516247,NO,16/12/2012,NO,-0.1423526 Yes,NO,177977,529688,ST GEORGE'S 
SQUARE,51.485893,NO,16/12/2012,NO,-0.1335929 NO,NO,181347,525170,SUTHERLAND 
PLACE,51.517197,NO,16/12/2012,Yes,-0.197433 Yes,NO,180484,530067,TRAFALGAR 
SQUARE,51.508335,NO,16/12/2012,NO,-0.1272176 NO,NO,181041,528302,BALDERTON 
STREET,51.513744,Yes,07/02/2013,Yes,-0.1524299 NO,NO,179537,529153,BUCKINGHAM 
GATE,51.500042,NO,07/02/2013,Yes,-0.1407178 NO,NO,181752,529282,RIDING HOUSE 
STREET,51.519917,NO,07/02/2013,Yes,-0.1380622
 Yes,NO,180966,530834,STRAND,51.51249,NO,07/02/2013,NO,-0.1159893
 Yes,NO,180729,529810,LEICESTER SQUARE,51.510597,NO,24/02/2013,NO,-0.1308323
 NO,NO,180642,530328,BEDFORD STREET,51.509697,NO,08/07/2012,Yes,-0.1233968
 NO,NO,180573,529703,NORRIS STREET,51.50922,NO,08/07/2012,Yes,-0.1324238
 NO,Yes,180918,529657,WARDOUR STREET,51.51233,NO,08/07/2012,NO,-0.1329589
 NO,NO,181094,528532,SOUTH MOLTON STREET,51.514175,Yes,13/06/2013,NO,-0.1490951
 Yes,NO,178709,528691,BUCKINGHAM PALACE 
ROAD,51.492702,NO,24/01/2013,NO,-0.147683 NO,NO,180973,528576,DAVIES 
MEWS,51.513073,NO,24/01/2013,Yes,-0.1485082 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,24/01/2013,Yes,-0.1224161 Yes,NO,183114,526468,ABBEY 
ROAD,51.532787,NO,16/01/2013,NO,-0.1781019 NO,NO,180686,530385,BULL INN 
COURT,51.51008,NO,16/01/2013,Yes,-0.1225596 NO,NO,179145,529769,CHADWICK 
STREET,51.496376,Yes,16/01/2013,NO,-0.1320033 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,03/03/2013,NO,-0.1254223 Yes,NO,180740,529590,DENMAN 
STREET,51.51075,NO,03/03/2013,NO,-0.1339844 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,03/03/2013,NO,-0.1308323
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,03/03/2013,NO,-0.1497623
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,03/03/2013,NO,-0.133373
 Yes,NO,180575,529637,ST JAMES'S MARKET,51.50925,Yes,03/03/2013,NO,-0.133373
 Yes,NO,182939,527231,PRINCE ALBERT ROAD,51.531044,NO,05/02/2013,NO,-0.1671707
 NO,NO,181121,529761,BATEMAN'S BUILDINGS,51.514133,NO,16/11/2012,Yes,-0.1313876
 NO,NO,181098,528420,BINNEY STREET,51.51423,NO,16/11/2012,Yes,-0.1507095
 NO,NO,181512,528820,CHANDOS STREET,51.51786,Yes,16/11/2012,NO,-0.1447969
 NO,NO,178863,529221,KINGS SCHOLARS' 
PASSAGE,51.49396,NO,16/11/2012,Yes,-0.139991 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,16/11/2012,Yes,-0.1221933 NO,NO,180574,525770,ORME 
COURT,51.510124,Yes,16/11/2012,NO,-0.1890726 NO,NO,178643,529337,TACHBROOK 
STREET,51.49196,NO,16/11/2012,Yes,-0.1384015 Yes,Yes,181128,525418,WESTBOURNE 
GROVE,51.515175,NO,16/11/2012,NO,-0.1939386 Yes,NO,180642,530328,BEDFORD 
STREET,51.509697,NO,13/12/2012,NO,-0.1233968 NO,NO,181752,529282,RIDING HOUSE 
STREET,51.519917,NO,13/12/2012,Yes,-0.1380622 NO,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,Yes,13/12/2012,NO,-0.133373 NO,NO,181098,529555,FLAXMAN 
COURT,51.51397,Yes,19/12/2012,Yes,-0.1343618 Yes,NO,181811,529098,HANSON 
STREET,51.520485,NO,19/12/2012,NO,-0.140683 NO,NO,181063,529290,MARSHALL 
STREET,51.51372,NO,19/12/2012,Yes,-0.1381942 NO,NO,181032,530423,MARTLETT 
COURT,51.51318,NO,19/12/2012,Yes,-0.1218844 Yes,NO,180667,529553,PICCADILLY 
CIRCUS,51.510098,NO,19/12/2012,NO,-0.134549 NO,NO,178973,529320,STILLINGTON 
STREET,51.494926,Yes,19/12/2012,NO,-0.1385254 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,19/12/2012,Yes,-0.1224161 NO,NO,179852,528348,HYDE PARK 
CORNER,51.503048,NO,27/09/2012,Yes,-0.1521999 Yes,NO,180834,529832,LEICESTER 
PLACE,51.511536,NO,27/09/2012,NO,-0.1304694 Yes,NO,180568,529787,ORANGE 
STREET,51.509155,NO,27/09/2012,NO,-0.1312153 Yes,NO,180611,530085,WILLIAM IV 
STREET,51.509476,NO,27/09/2012,NO,-0.1269071 NO,NO,180576,530156,ADELAIDE 
STREET,51.509144,Yes,28/07/2012,NO,-0.1258982 NO,NO,181176,528395,BIRD 
STREET,51.51494,Yes,28/07/2012,NO,-0.1510412 NO,NO,180733,529596,GREAT WINDMILL 
STREET,51.510685,Yes,28/07/2012,NO,-0.1339126 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,28/07/2012,Yes,-0.1221933 Yes,NO,181336,528994,REGENT 
STREET,51.516247,NO,28/07/2012,NO,-0.1423526 NO,NO,180803,529976,ST MARTIN'S 
COURT,51.511223,Yes,28/07/2012,NO,-0.1284068 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,Yes,28/07/2012,NO,-0.1224161 NO,NO,180765,530073,GOODWIN'S 
COURT,51.51086,NO,08/11/2012,Yes,-0.1270238 NO,NO,0,0,Not 
Recorded,0.0,Yes,08/11/2012,NO,0.0 NO,NO,181251,529112,OXFORD 
STREET,51.51545,Yes,08/11/2012,NO,-0.1406854 Yes,NO,182173,527779,SIDDONS 
LANE,51.524036,NO,08/11/2012,Yes,-0.1595525 Yes,NO,181215,525475,NEWTON 
ROAD,51.51594,NO,28/01/2013,NO,-0.1930866 NO,NO,180861,530453,TAVISTOCK 
COURT,51.511635,Yes,28/01/2013,NO,-0.1215156 NO,NO,181171,525328,BRIDSTOW 
PLACE,51.515587,NO,17/05/2013,Yes,-0.1952263 NO,NO,181446,527455,CATO 
STREET,51.51758,Yes,17/05/2013,NO,-0.1644888 NO,NO,181563,527395,MOLYNEUX 
STREET,51.518642,NO,17/05/2013,Yes,-0.1653051 NO,NO,180215,528332,PARK 
LANE,51.506317,NO,17/05/2013,Yes,-0.1523064 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,17/05/2013,Yes,-0.133373 NO,NO,179270,529676,ST MATTHEW 
STREET,51.497517,NO,17/05/2013,Yes,-0.1332909 NO,NO,181855,528978,BOLSOVER 
STREET,51.520912,Yes,26/06/2013,NO,-0.1423966 NO,NO,180986,529660,BOURCHIER 
STREET,51.512947,NO,26/06/2013,Yes,-0.1328859 NO,NO,181574,529172,BYWELL 
PLACE,51.518337,NO,26/06/2013,Yes,-0.1397039 Yes,NO,180642,528558,MOUNT STREET 
MEWS,51.5101,NO,26/06/2013,NO,-0.1488881 NO,NO,179581,530157,PARLIAMENT 
SQUARE,51.5002,NO,26/06/2013,Yes,-0.1262508 NO,NO,180642,530328,BEDFORD 
STREET,51.509697,NO,14/08/2013,Yes,-0.1233968 NO,NO,182165,527543,BOSTON 
PLACE,51.524017,Yes,14/08/2013,NO,-0.1629553 NO,NO,180930,528590,BROOK 
STREET,51.51268,NO,14/08/2013,Yes,-0.1483222 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,14/08/2013,NO,-0.149751 NO,NO,181448,528087,GEORGE 
STREET,51.517452,Yes,14/08/2013,NO,-0.1553787 NO,NO,181648,529044,GOSFIELD 
STREET,51.51903,NO,14/08/2013,Yes,-0.1415201 NO,NO,181561,528189,MANCHESTER 
STREET,51.518444,Yes,14/08/2013,NO,-0.1538684 Yes,NO,180215,528332,PARK 
LANE,51.506317,Yes,14/08/2013,NO,-0.1523064 NO,NO,180512,530247,YORK 
PLACE,51.508545,NO,14/08/2013,Yes,-0.1246113 NO,NO,181121,529761,BATEMAN'S 
BUILDINGS,51.514133,Yes,18/09/2012,Yes,-0.1313876
 Yes,NO,178709,528691,BUCKINGHAM PALACE 
ROAD,51.492702,NO,18/09/2012,NO,-0.147683 NO,NO,180686,530385,BULL INN 
COURT,51.51008,Yes,18/09/2012,NO,-0.1225596 NO,NO,180890,530181,CONDUIT 
COURT,51.51196,Yes,18/09/2012,NO,-0.1254223 NO,NO,180848,530372,COVENT 
GARDEN,51.511536,NO,18/09/2012,Yes,-0.1226869 NO,NO,181044,528659,HAUNCH OF 
VENISON YARD,51.51369,Yes,18/09/2012,NO,-0.1472868 NO,NO,179852,528348,HYDE PARK 
CORNER,51.503048,NO,18/09/2012,Yes,-0.1521999 Yes,NO,181046,529446,INGESTRE 
PLACE,51.51353,Yes,18/09/2012,NO,-0.1359509 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,18/09/2012,Yes,-0.1221933 NO,NO,180366,529357,MASON'S 
YARD,51.507446,NO,18/09/2012,Yes,-0.1374891 Yes,NO,180803,529976,ST MARTIN'S 
COURT,51.511223,NO,18/09/2012,NO,-0.1284068
 Yes,NO,180962,530851,STRAND,51.51245,NO,18/09/2012,NO,-0.115746
 NO,NO,181121,529761,BATEMAN'S BUILDINGS,51.514133,NO,29/06/2012,Yes,-0.1313876
 NO,NO,180815,528835,BLOOMFIELD PLACE,51.511593,Yes,29/06/2012,NO,-0.1448416
 NO,NO,0,0,Not Recorded,0.0,NO,29/06/2012,Yes,0.0 NO,NO,181022,529590,TYLER'S 
COURT,51.51328,NO,29/06/2012,Yes,-0.1338857 Yes,NO,181398,528372,HINDE 
STREET,51.51694,NO,21/05/2012,NO,-0.1512996 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,21/05/2012,Yes,-0.1221933 NO,NO,0,0,Not 
Recorded,0.0,Yes,21/05/2012,NO,0.0 NO,NO,181094,528532,SOUTH MOLTON 
STREET,51.514175,NO,21/05/2012,Yes,-0.1490951 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,21/05/2012,NO,-0.133373 Yes,NO,178769,529835,VINCENT 
STREET,51.492977,NO,21/05/2012,NO,-0.1311859 NO,NO,180256,530939,WATERLOO 
BRIDGE,51.506084,Yes,21/05/2012,NO,-0.1147406 Yes,NO,181336,528994,REGENT 
STREET,51.516247,NO,26/08/2013,NO,-0.1423526 NO,NO,180810,529463,BRIDLE 
LANE,51.511406,NO,15/07/2013,Yes,-0.1357926 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,15/07/2013,NO,-0.12731 Yes,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,15/07/2013,NO,-0.1221933 NO,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,15/07/2013,Yes,-0.1359159
 NO,NO,180966,530834,STRAND,51.51249,NO,15/07/2013,Yes,-0.1159893
 Yes,NO,180460,529889,WHITCOMB STREET,51.50816,NO,22/06/2013,NO,-0.1297861
 NO,NO,180890,530181,CONDUIT COURT,51.51196,Yes,12/05/2013,NO,-0.1254223
 NO,NO,181137,528744,DERING STREET,51.51451,Yes,12/05/2013,NO,-0.1460328
 Yes,NO,181472,527269,EDGWARE ROAD,51.517857,NO,31/01/2013,NO,-0.1671549
 NO,NO,180686,530385,BULL INN COURT,51.51008,NO,28/05/2013,Yes,-0.1225596
 Yes,NO,182202,527652,HUNTSWORTH MEWS,51.524326,NO,28/05/2013,NO,-0.1613716
 NO,NO,0,0,Not Recorded,0.0,NO,28/05/2013,Yes,0.0
 NO,NO,180185,530111,WHITEHALL,51.505646,NO,28/05/2013,Yes,-0.1266961
 NO,NO,180769,529956,CRANBOURN ALLEY,51.51092,NO,20/02/2013,Yes,-0.1287074
 Yes,NO,180741,529932,HUNTS COURT,51.510677,NO,20/02/2013,NO,-0.1290634
 NO,NO,180980,528493,ST ANSELM'S PLACE,51.513153,NO,20/02/2013,Yes,-0.1497011
 NO,Yes,178538,529631,VAUXHALL BRIDGE ROAD,51.490948,NO,20/02/2013,NO,-0.1342075
 NO,NO,181867,526975,BROADLEY STREET,51.52147,NO,15/08/2012,Yes,-0.1712456
 Yes,NO,180415,529298,JERMYN STREET,51.507893,NO,15/08/2012,NO,-0.1383138
 Yes,NO,0,0,Not Recorded,0.0,NO,15/08/2012,NO,0.0
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,15/08/2012,NO,-0.1497623
 NO,NO,181752,529282,RIDING HOUSE STREET,51.519917,NO,15/08/2012,Yes,-0.1380622
 NO,NO,180164,529403,ANGEL COURT,51.50561,Yes,04/09/2012,NO,-0.1368938
 Yes,NO,181121,529761,BATEMAN'S BUILDINGS,51.514133,NO,04/09/2012,Yes,-0.1313876
 Yes,NO,182367,524415,HARROW ROAD,51.52653,NO,04/09/2012,NO,-0.2079486
 NO,NO,180386,530365,HUNGERFORD BRIDGE,51.507385,Yes,04/09/2012,NO,-0.1229585
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,04/09/2012,Yes,-0.1221933
 NO,NO,180980,528493,ST ANSELM'S PLACE,51.513153,Yes,04/09/2012,Yes,-0.1497011
 NO,NO,181693,524919,TAVISTOCK CRESCENT,51.520363,Yes,04/09/2012,NO,-0.200926
 NO,NO,181136,527241,TITCHBORNE ROW,51.51484,Yes,04/09/2012,NO,-0.1676775
 NO,NO,180256,530939,WATERLOO BRIDGE,51.506084,Yes,04/09/2012,NO,-0.1147406
 Yes,NO,180685,530231,AGAR STREET,51.510105,NO,14/03/2013,NO,-0.1247778
 NO,NO,181156,525331,BOTTS MEWS,51.515446,NO,25/06/2013,Yes,-0.1951818
 NO,NO,181333,527466,FORSET STREET,51.51656,Yes,25/06/2013,NO,-0.1643671
 NO,NO,182100,528415,MARYLEBONE ROAD,51.52324,Yes,25/06/2013,NO,-0.1504129
 Yes,NO,180693,529709,OXENDON STREET,51.510296,NO,25/06/2013,NO,-0.1322928
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,25/06/2013,NO,-0.133373
 NO,NO,180575,529637,ST JAMES'S MARKET,51.50925,Yes,25/06/2013,NO,-0.133373
 NO,NO,180948,527314,ALBION STREET,51.513134,Yes,01/06/2013,NO,-0.1666939
 NO,NO,180841,529704,DANSEY PLACE,51.511627,Yes,01/06/2013,Yes,-0.1323103
 NO,NO,181137,528744,DERING STREET,51.51451,Yes,01/06/2013,NO,-0.1460328
 NO,NO,180765,530073,GOODWIN'S COURT,51.51086,NO,01/06/2013,Yes,-0.1270238
 NO,NO,180575,529637,ST JAMES'S MARKET,51.50925,Yes,01/06/2013,NO,-0.133373
 NO,NO,181098,528420,BINNEY STREET,51.51423,Yes,27/08/2013,Yes,-0.1507095
 NO,NO,181156,525331,BOTTS MEWS,51.515446,Yes,27/08/2013,Yes,-0.1951818
 NO,NO,181318,525058,COURTNELL STREET,51.51696,Yes,27/08/2013,NO,-0.1990566
 NO,NO,180841,529704,DANSEY PLACE,51.511627,NO,27/08/2013,Yes,-0.1323103
 NO,NO,181137,528744,DERING STREET,51.51451,Yes,27/08/2013,NO,-0.1460328
 NO,NO,180795,528002,DUNRAVEN STREET,51.5116,NO,27/08/2013,Yes,-0.1568401
 NO,NO,180765,530073,GOODWIN'S COURT,51.51086,NO,27/08/2013,Yes,-0.1270238
 NO,NO,181133,525187,HEAD'S MEWS,51.51527,Yes,27/08/2013,NO,-0.1972641
 NO,NO,181158,525412,HEREFORD MEWS,51.515446,NO,27/08/2013,Yes,-0.1940143
